order_id,order_name,order_date,price,cogs,sku,campaign_name,adset_name,ad_name,channel,attribution_source
gid://shopify/Order/6342081740889,TC-001/25-26/5004,2025-07-04 08:06:36,2099.0,788.0,TH-068-WILD-XL,TH-068-WILD – Life Time,ICP Pet Parent,TH-068-WILD_VP001_ET101,Direct,customer_journey
gid://shopify/Order/6342166478937,TC-001/25-26/5005,2025-07-04 09:33:19,1318.0,548.0,"TH-008-CLIBRU, TH-004-TNFSH",,,,Direct,
gid://shopify/Order/6342239748185,TC-001/25-26/5006,2025-07-04 10:44:18,1899.0,657.0,TH-053-COAT-L,,,,Direct,
gid://shopify/Order/6342246695001,TC-001/25-26/5007,2025-07-04 10:53:48,1999.0,950.0,TH-072-AEROPOD-PINK,TH-072-AEROPOD,Urban Pet Parents,TH-072-AEROPOD_ET113_IM253,Meta,customer_journey
gid://shopify/Order/6342261342297,TC-001/25-26/5008,2025-07-04 11:13:02,2199.0,743.0,TH-053-COAT-XL,TH-053-JACKET – Alt Twin,Tier 2 & 3 Pet Parents,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6342295093337,TC-001/25-26/5009,2025-07-04 12:02:11,2099.0,1121.0,TH-073-SMARTSIP,TH-073-SMARTSIP,Cat Lover,TH-073-SMARTSIP_VP048_ET122,Meta,customer_journey
gid://shopify/Order/6342297878617,TC-001/25-26/5010,2025-07-04 12:07:14,1999.0,988.0,TH-056-UMB,TH-068-WILD_Weather Protection_Statics,TH-068-WILD _Weather _ALL,TH-068-WILD _statics Weather,Meta,customer_journey
gid://shopify/Order/6342331334745,TC-001/25-26/5011,2025-07-04 12:56:28,549.0,196.0,TH-010-PETWIP,Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6342332186713,TC-001/25-26/5012,2025-07-04 12:58:17,4898.0,1711.0,"TH-053-COAT-XXXL, TH-053-COAT-XXL",TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6342408437849,TC-001/25-26/5014,2025-07-04 14:13:44,998.0,448.0,"TH-044-GREAGLO, TH-005-AQCASHO",,,,Direct,
gid://shopify/Order/6342448742489,TC-001/25-26/5015,2025-07-04 15:19:43,1698.0,606.0,"TH-033-SNOG-L, TH-038-PAWTR",Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6342765969497,TC-001/25-26/5017,2025-07-04 17:42:48,1799.0,545.0,TH-053-COAT-M,,,,Direct,
gid://shopify/Order/6342903464025,TC-001/25-26/5018,2025-07-04 18:33:49,1599.0,818.0,TH-012-SNUGBOO-M,TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Direct,customer_journey
gid://shopify/Order/6343697104985,TC-001/25-26/5023,2025-07-04 23:34:43,2499.0,879.0,TH-053-COAT-XXXL,TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6344888352857,TC-001/25-26/5024,2025-07-05 08:24:25,1699.0,615.0,TH-063-SILBOO-XL,Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6344916533337,TC-001/25-26/5025,2025-07-05 08:48:09,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6344980398169,TC-001/25-26/5026,2025-07-05 09:43:16,1849.0,664.0,TH-070-TGSB,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6345038987353,TC-001/25-26/5027,2025-07-05 10:31:37,1499.0,560.0,TH-063-SILBOO-M,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6345095086169,TC-001/25-26/5029,2025-07-05 11:56:05,1799.0,652.0,TH-063-SILBOO-XXL,TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6345100001369,TC-001/25-26/5030,2025-07-05 12:04:53,2499.0,879.0,TH-053-COAT-XXXL,TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6345101279321,TC-001/25-26/5031,2025-07-05 12:07:20,1699.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6345134047321,TC-001/25-26/5033,2025-07-05 13:01:18,2499.0,879.0,TH-053-COAT-XXXL,TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6345134375001,TC-001/25-26/5034,2025-07-05 13:01:40,1899.0,940.0,TH-012-SNUGBOO-XXL,R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6345134440537,TC-001/25-26/5035,2025-07-05 13:01:58,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,ICP Pet Parent,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6345168846937,TC-001/25-26/5036,2025-07-05 13:41:02,1499.0,775.0,TH-012-SNUGBOO-S,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6345171730521,TC-001/25-26/5037,2025-07-05 13:42:29,1799.0,545.0,TH-053-COAT-M,TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6345190080601,TC-001/25-26/5039,2025-07-05 14:05:14,2418.0,914.0,"TH-002-SKMISH, TH-063-SILBOO-M",Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6345196765273,TC-001/25-26/5040,2025-07-05 14:16:30,2018.0,751.0,"TH-002-SKMISH, TH-038-PAWTR",TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,Meta,customer_journey
gid://shopify/Order/6345241985113,TC-001/25-26/5042,2025-07-05 15:44:59,1599.0,582.0,TH-063-SILBOO-L,,,,Direct,
gid://shopify/Order/6345250013273,TC-001/25-26/5043,2025-07-05 16:01:32,2199.0,743.0,TH-053-COAT-XL,TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6345341927513,TC-001/25-26/5045,2025-07-05 18:00:18,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6345387343961,TC-001/25-26/5047,2025-07-05 18:42:24,1999.0,988.0,TH-056-UMB,TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,Meta,customer_journey
gid://shopify/Order/6345424306265,TC-001/25-26/5048,2025-07-05 19:14:57,1099.0,397.0,TH-038-PAWTR,TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6345428369497,TC-001/25-26/5049,2025-07-05 19:17:27,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6345521889369,TC-001/25-26/5051,2025-07-05 20:26:57,1999.0,988.0,TH-056-UMB,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6345846030425,TC-001/25-26/5053,2025-07-05 23:45:59,1399.0,541.0,TH-063-SILBOO-S,TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6346496966745,TC-001/25-26/5057,2025-07-06 08:19:32,1599.0,818.0,TH-012-SNUGBOO-M,,,,Direct,
gid://shopify/Order/6346503716953,TC-001/25-26/5058,2025-07-06 08:27:08,2499.0,879.0,TH-053-COAT-XXXL,TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6346534355033,TC-001/25-26/5059,2025-07-06 09:03:41,1599.0,818.0,TH-012-SNUGBOO-M,R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6346548379737,TC-001/25-26/5060,2025-07-06 09:19:04,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6346570268761,TC-001/25-26/5061,2025-07-06 09:44:32,1999.0,1096.0,TH-052-PLAYPEN,,,,Direct,
gid://shopify/Order/6346572169305,TC-001/25-26/5062,2025-07-06 09:46:41,2598.0,1476.0,"TH-016-SIPBOT, TH-073-SMARTSIP",,,,Direct,
gid://shopify/Order/6346609819737,TC-001/25-26/5064,2025-07-06 10:12:38,1899.0,940.0,TH-012-SNUGBOO-XXL,R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6346637377625,TC-001/25-26/5065,2025-07-06 10:51:59,1899.0,940.0,TH-012-SNUGBOO-XXL,R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6346640949337,TC-001/25-26/5066,2025-07-06 10:57:35,2499.0,879.0,TH-053-COAT-XXXL,TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6346654613593,TC-001/25-26/5067,2025-07-06 11:19:03,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6346656186457,TC-001/25-26/5068,2025-07-06 11:21:34,2499.0,879.0,TH-053-COAT-XXXL,TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6346656972889,TC-001/25-26/5069,2025-07-06 11:22:50,799.0,211.0,TH-037-MISTBRU,Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6346694590553,TC-001/25-26/5071,2025-07-06 12:30:35,1799.0,905.0,TH-012-SNUGBOO-XL,,,,Direct,
gid://shopify/Order/6346713235545,TC-001/25-26/5072,2025-07-06 13:04:30,1499.0,560.0,TH-063-SILBOO-M,,,,Direct,
gid://shopify/Order/6346759241817,TC-001/25-26/5073,2025-07-06 13:51:57,1898.0,1086.0,"TH-016-SIPBOT, TH-012-SNUGBOO-XS",,,,Direct,
gid://shopify/Order/6346790830169,TC-001/25-26/5075,2025-07-06 14:43:27,1099.0,397.0,TH-038-PAWTR,,,,Direct,
gid://shopify/Order/6346804985945,TC-001/25-26/5077,2025-07-06 15:08:59,1799.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO,Urban Pet Parents,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6346809933913,TC-001/25-26/5078,2025-07-06 15:19:02,1897.0,740.0,"TH-011-PPGLO, TH-006-FLEBRU, TH-038-PAWTR",TH-068-WILD - Alternate Twin,Tier 2 Pet Parents,TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6346833231961,TC-001/25-26/5080,2025-07-06 16:03:41,2199.0,743.0,TH-053-COAT-XL,TH-053-JACKET – Life Time,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6346860232793,TC-001/25-26/5082,2025-07-06 16:44:09,1999.0,723.0,TH-058-CAPE-XL,,,,Direct,
gid://shopify/Order/6346878877785,TC-001/25-26/5084,2025-07-06 17:09:44,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6346895589465,TC-001/25-26/5085,2025-07-06 17:33:21,698.0,392.0,"TH-008-CLIBRU, TH-006-FLEBRU",TH-053-JACKET,Urban Pet Parents,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6346913415257,TC-001/25-26/5086,2025-07-06 17:56:12,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6346945593433,TC-001/25-26/5087,2025-07-06 18:33:09,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,ICP Pet Parent,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6346984521817,TC-001/25-26/5088,2025-07-06 19:09:31,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6347080826969,TC-001/25-26/5089,2025-07-06 20:24:39,1799.0,905.0,TH-012-SNUGBOO-XL,TH-012-SNUGBOO,ICP Pet Parent,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6347087478873,TC-001/25-26/5091,2025-07-06 20:29:38,2199.0,743.0,TH-053-COAT-XL,TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6347108614233,TC-001/25-26/5092,2025-07-06 20:47:09,1599.0,582.0,TH-063-SILBOO-L,,,,Direct,
gid://shopify/Order/6347163631705,TC-001/25-26/5094,2025-07-06 21:29:05,1599.0,818.0,TH-012-SNUGBOO-M,R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6347194663001,TC-001/25-26/5096,2025-07-06 21:45:48,3398.0,1432.0,"TH-012-SNUGBOO-S, TH-053-COAT-L",TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6347262066777,TC-001/25-26/5097,2025-07-06 22:28:35,1699.0,861.0,TH-012-SNUGBOO-L,R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6347358535769,TC-001/25-26/5099,2025-07-06 23:29:12,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6347379474521,TC-001/25-26/5100,2025-07-06 23:37:37,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6347384062041,TC-001/25-26/5101,2025-07-06 23:39:24,1799.0,905.0,TH-012-SNUGBOO-XL,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6347403657305,TC-001/25-26/5102,2025-07-06 23:48:03,1499.0,775.0,TH-012-SNUGBOO-S,TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6347624743001,TC-001/25-26/5103,2025-07-07 00:51:14,1099.0,397.0,TH-038-PAWTR,R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6348245303385,TC-001/25-26/5105,2025-07-07 07:45:06,1699.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6348327845977,TC-001/25-26/5107,2025-07-07 08:57:42,1699.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6348363694169,TC-001/25-26/5108,2025-07-07 09:30:04,3998.0,1722.0,"TH-058-CAPE-XXL, TH-012-SNUGBOO-XL",Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6348374999129,TC-001/25-26/5109,2025-07-07 09:41:21,1299.0,521.0,TH-063-SILBOO-XS,TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6348440174681,TC-001/25-26/5111,2025-07-07 10:41:45,2698.0,1215.0,"TH-012-SNUGBOO-M, TH-038-PAWTR",TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6348445155417,TC-001/25-26/5112,2025-07-07 10:50:03,1999.0,988.0,TH-056-UMB,TH-056-UMB,Urban Pet Parents,TH-056-UMB_ET139_VP007,Meta,customer_journey
gid://shopify/Order/6348451151961,TC-001/25-26/5113,2025-07-07 10:58:15,1799.0,905.0,TH-012-SNUGBOO-XL,,,,Direct,
gid://shopify/Order/6348501844057,TC-001/25-26/5114,2025-07-07 12:24:59,3298.0,1679.0,"TH-012-SNUGBOO-M, TH-012-SNUGBOO-L",,,,Direct,
gid://shopify/Order/6348541886553,TC-001/25-26/5116,2025-07-07 13:33:13,1999.0,988.0,TH-056-UMB,,,,Direct,
gid://shopify/Order/6348589793369,TC-001/25-26/5117,2025-07-07 14:13:33,1499.0,560.0,TH-063-SILBOO-M,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6348627935321,TC-001/25-26/5118,2025-07-07 15:17:41,1699.0,861.0,TH-012-SNUGBOO-L,TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6348631670873,TC-001/25-26/5119,2025-07-07 15:24:57,1599.0,818.0,TH-012-SNUGBOO-M,TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6348673187929,TC-001/25-26/5120,2025-07-07 16:28:08,1397.0,539.0,"TH-008-CLIBRU, TH-044-GREAGLO, TH-007-FROLL",TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6348682362969,TC-001/25-26/5121,2025-07-07 16:37:43,549.0,196.0,TH-010-PETWIP,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6348726632537,TC-001/25-26/5122,2025-07-07 17:27:44,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6348785188953,TC-001/25-26/5123,2025-07-07 18:25:33,1499.0,775.0,TH-012-SNUGBOO-S,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6348790431833,TC-001/25-26/5124,2025-07-07 18:31:58,1899.0,940.0,TH-012-SNUGBOO-XXL,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6348830736473,TC-001/25-26/5125,2025-07-07 19:04:05,1799.0,540.0,TH-058-CAPE-M,,,,Direct,
gid://shopify/Order/6348884901977,TC-001/25-26/5126,2025-07-07 19:50:57,799.0,211.0,TH-037-MISTBRU,,,,Direct,
gid://shopify/Order/6348915048537,TC-001/25-26/5127,2025-07-07 20:13:50,1699.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6348917964889,TC-001/25-26/5128,2025-07-07 20:15:47,1399.0,541.0,TH-063-SILBOO-S,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6348980256857,TC-001/25-26/5129,2025-07-07 21:02:51,1599.0,818.0,TH-012-SNUGBOO-M,,,,Direct,
gid://shopify/Order/6348999458905,TC-001/25-26/5130,2025-07-07 21:16:07,1799.0,905.0,TH-012-SNUGBOO-XL,,,,Direct,
gid://shopify/Order/6349013909593,TC-001/25-26/5131,2025-07-07 21:23:43,1099.0,397.0,TH-038-PAWTR,TH-038-PAWTR,Grooming Conscious Females,TH-038-PAWTR_ET108_ET129,Meta,customer_journey
gid://shopify/Order/6349046841433,TC-001/25-26/5133,2025-07-07 21:46:53,1799.0,905.0,TH-012-SNUGBOO-XL,,,,Direct,
gid://shopify/Order/6349238960217,TC-001/25-26/5135,2025-07-07 23:15:00,1799.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6349255082073,TC-001/25-26/5136,2025-07-07 23:25:25,1699.0,861.0,TH-012-SNUGBOO-L,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6349961986137,TC-001/25-26/5137,2025-07-08 08:43:20,998.0,392.0,TH-010-PETWIP,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6349992722521,TC-001/25-26/5138,2025-07-08 09:14:46,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6349994885209,TC-001/25-26/5139,2025-07-08 09:17:20,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6350117109849,TC-001/25-26/5142,2025-07-08 11:46:42,2398.0,1177.0,"TH-005-AQCASHO, TH-012-SNUGBOO-XL",Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6350175633497,TC-001/25-26/5145,2025-07-08 13:25:48,2399.0,832.0,TH-053-COAT-XXL,TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6350175862873,TC-001/25-26/5146,2025-07-08 13:25:57,2199.0,743.0,TH-053-COAT-XL,TH-053-JACKET,ICP Pet Parent,TH-053-JACKET_ET156_IM259,Meta,customer_journey
gid://shopify/Order/6350215807065,TC-001/25-26/5147,2025-07-08 13:57:01,919.0,354.0,TH-002-SKMISH,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6350312144985,TC-001/25-26/5149,2025-07-08 16:16:15,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO- Alternate Twin,Tier 2 Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6350376665177,TC-001/25-26/5151,2025-07-08 17:30:46,1699.0,861.0,TH-012-SNUGBOO-L,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6350423916633,TC-001/25-26/5152,2025-07-08 18:16:35,1799.0,905.0,TH-012-SNUGBOO-XL,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6350464778329,TC-001/25-26/5153,2025-07-08 18:52:59,1899.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO – DUP,Adventure Trekkers,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6350497906777,TC-001/25-26/5154,2025-07-08 19:20:49,1699.0,615.0,TH-063-SILBOO-XL,TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6350515929177,TC-001/25-26/5155,2025-07-08 19:36:08,1699.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO- Alternate Twin,Tier 2 Pet Parents,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6350666956889,TC-001/25-26/5156,2025-07-08 21:26:38,1699.0,861.0,TH-012-SNUGBOO-L,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6350702608473,TC-001/25-26/5157,2025-07-08 21:52:07,919.0,354.0,TH-001-THARSH,TH-063-SILBOO – Life Time,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6350824439897,TC-001/25-26/5159,2025-07-08 23:10:18,1799.0,545.0,TH-053-COAT-M,TH-053-JACKET,Backpacking,TH-053-JACKET_ET156_IM259 – Statics,Meta,customer_journey
gid://shopify/Order/6350838038617,TC-001/25-26/5160,2025-07-08 23:18:55,1599.0,818.0,TH-012-SNUGBOO-M,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6350869299289,TC-001/25-26/5161,2025-07-08 23:40:30,1399.0,541.0,TH-063-SILBOO-S,,,,Direct,
gid://shopify/Order/6350877687897,TC-001/25-26/5162,2025-07-08 23:45:28,1899.0,940.0,TH-012-SNUGBOO-XXL,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6350926610521,TC-001/25-26/5163,2025-07-09 00:19:59,1899.0,,,TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6350990278745,TC-001/25-26/5164,2025-07-09 01:04:48,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6351420424281,TC-001/25-26/5165,2025-07-09 07:06:04,1699.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO – Life Time,Adventure Trekkers,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6351441756249,TC-001/25-26/5166,2025-07-09 07:26:07,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6351457910873,TC-001/25-26/5167,2025-07-09 07:39:56,4396.0,1945.0,"TH-039-ALLGRO, TH-037-MISTBRU, TH-035-FURLUXE, TH-005-AQCASHO",TH-063-SILBOO- Alternate Twin,Luxury Spenders,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6351504769113,TC-001/25-26/5168,2025-07-09 08:26:24,1499.0,560.0,TH-063-SILBOO-M,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6351552413785,TC-001/25-26/5169,2025-07-09 09:17:30,1499.0,560.0,TH-063-SILBOO-M,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6351555362905,TC-001/25-26/5170,2025-07-09 09:20:59,1799.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6351562211417,TC-001/25-26/5171,2025-07-09 09:29:22,1599.0,818.0,TH-012-SNUGBOO-M,,,,Direct,
gid://shopify/Order/6351625191513,TC-001/25-26/5172,2025-07-09 10:25:30,1599.0,582.0,TH-063-SILBOO-L,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6351627911257,TC-001/25-26/5173,2025-07-09 10:30:38,2698.0,,TH-035-FURLUXE,TH-085-COMFORTCRIB,Broad Advantage+,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
